BALANCE_AS_OF_DATE,BALANCE_AS_OF_DAY,PLANT_NAME,MATERIAL_NAME,UNRESRICTED_STOCK,STOCK_SELL_VALUE,SHELF_LIFE_IN_MONTH,SHELF_LIFE_IN_DAYS,AGING_DAYS,IS_OVER_SHELFLIFE,DAYS_TO_EXPIRE,LOSS_VALUE_PERCENT,LOSS_VALUE(OCCUR),LOSS_VALUE,PREVENTABLE
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0229,1125,3533,5,150,459.00,YES,-309,5,176.65,176.65, -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0103,850,587,5,150,519.00,YES,-369,30,176.10,176.10, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0303,1000,1760,5,150,276.00,YES,-126,10,176.00,176.00, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0303,1000,1760,5,150,245.00,YES,-95,10,176.00,176.00, -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0247,1350,878,6,180,490.00,YES,-310,20,175.60,175.60, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0296,1350,878,2,60,276.00,YES,-216,20,175.60,175.60, -   
2024-02-29,45351,CHINA-WAREHOUSE,MAT-0280,87,585,9,270,490.00,YES,-220,30,175.50,175.50, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0109,1350,1755,8,240,368.00,YES,-128,10,175.50,175.50, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0109,1350,1755,8,240,368.00,YES,-128,10,175.50,175.50, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0109,1350,1755,8,240,368.00,YES,-128,10,175.50,175.50, -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0378,625,1750,8,240,184.00,NO,56,10, -   ,175.00,175.00
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0303,1000,1750,5,150,215.00,YES,-65,10,175.00,175.00, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0303,1000,1750,5,150,215.00,YES,-65,10,175.00,175.00, -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0332,750,698,6,180,368.00,YES,-188,25,174.50,174.50, -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0332,750,698,6,180,368.00,YES,-188,25,174.50,174.50, -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0332,750,698,6,180,337.00,YES,-157,25,174.50,174.50, -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0332,750,698,6,180,306.00,YES,-126,25,174.50,174.50, -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0332,750,698,6,180,276.00,YES,-96,25,174.50,174.50, -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0332,750,698,6,180,245.00,YES,-65,25,174.50,174.50, -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0332,750,698,6,180,215.00,YES,-35,25,174.50,174.50, -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0332,750,698,6,180,184.00,YES,-4,25,174.50,174.50, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0243,1350,581,4,120,245.00,YES,-125,30,174.30,174.30, -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0268,0,348,12,360,184.00,NO,176,50, -   ,174.00,174.00
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0268,0,348,12,360,184.00,NO,176,50, -   ,174.00,174.00
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0268,0,348,12,360,184.00,NO,176,50, -   ,174.00,174.00
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0268,0,348,12,360,184.00,NO,176,50, -   ,174.00,174.00
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0268,0,348,12,360,184.00,NO,176,50, -   ,174.00,174.00
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0258,675,695,9,270,398.00,YES,-128,25,173.75,173.75, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0258,675,695,9,270,368.00,YES,-98,25,173.75,173.75, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0257,1050,347,8,240,398.00,YES,-158,50,173.50,173.50, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0257,1050,347,8,240,368.00,YES,-128,50,173.50,173.50, -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0056,625,3469,3,90,550.00,YES,-460,5,173.45,173.45, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0055,2750,1733,2,60,550.00,YES,-490,10,173.30,173.30, -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0150,0,495,6,180,276.00,YES,-96,35,173.25,173.25, -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0150,0,495,6,180,245.00,YES,-65,35,173.25,173.25, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0112,1375,866,6,180,550.00,YES,-370,20,173.20,173.20, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0112,1375,866,6,180,550.00,YES,-370,20,173.20,173.20, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0112,1375,866,6,180,550.00,YES,-370,20,173.20,173.20, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0112,1375,866,6,180,550.00,YES,-370,20,173.20,173.20, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0296,1350,864,2,60,245.00,YES,-185,20,172.80,172.80, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0269,1325,689,8,240,550.00,YES,-310,25,172.25,172.25, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0308,1350,689,4,120,368.00,YES,-248,25,172.25,172.25, -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0247,1325,861,6,180,490.00,YES,-310,20,172.20,172.20, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0177,5825,1721,4,120,368.00,YES,-248,10,172.10,172.10, -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0099,200,860,6,180,276.00,YES,-96,20,172.00,172.00, -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0099,200,860,6,180,245.00,YES,-65,20,172.00,172.00, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0354,1375,688,7,210,276.00,YES,-66,25,172.00,172.00, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0243,1300,572,4,120,306.00,YES,-186,30,171.60,171.60, -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0146,125,570,5,150,459.00,YES,-309,30,171.00,171.00, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0177,5825,1710,4,120,306.00,YES,-186,10,171.00,171.00, -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0415,150,1139,8,240,459.00,YES,-219,15,170.85,170.85, -   
2024-04-30,45412,CHINA-WAREHOUSE,MAT-0415,150,1139,8,240,429.00,YES,-189,15,170.85,170.85, -   
2024-05-31,45443,CHINA-WAREHOUSE,MAT-0415,150,1139,8,240,398.00,YES,-158,15,170.85,170.85, -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0267,150,1139,2,60,368.00,YES,-308,15,170.85,170.85, -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0177,5825,1708,4,120,337.00,YES,-217,10,170.80,170.80, -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0247,1375,853,6,180,429.00,YES,-249,20,170.60,170.60, -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0247,1375,853,6,180,429.00,YES,-249,20,170.60,170.60, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0112,1350,851,6,180,550.00,YES,-370,20,170.20,170.20, -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0177,5825,1701,4,120,429.00,YES,-309,10,170.10,170.10, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0177,5825,1701,4,120,398.00,YES,-278,10,170.10,170.10, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0243,1350,567,4,120,215.00,YES,-95,30,170.10,170.10, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0243,1350,567,4,120,215.00,YES,-95,30,170.10,170.10, -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0413,300,849,7,210,245.00,YES,-35,20,169.80,169.80, -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0177,5825,1696,4,120,519.00,YES,-399,10,169.60,169.60, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0236,1000,1130,4,120,550.00,YES,-430,15,169.50,169.50, -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0236,250,1128,4,120,306.00,YES,-186,15,169.20,169.20, -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0236,250,1128,4,120,276.00,YES,-156,15,169.20,169.20, -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0236,250,1128,4,120,245.00,YES,-125,15,169.20,169.20, -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0363,10250,3383,7,210,276.00,YES,-66,5,169.15,169.15, -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0363,10250,3383,7,210,245.00,YES,-35,5,169.15,169.15, -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0164,8250,3383,2,60,459.00,YES,-399,5,169.15,169.15, -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0164,8250,3383,2,60,459.00,YES,-399,5,169.15,169.15, -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0269,1325,676,8,240,519.00,YES,-279,25,169.00,169.00, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0308,1325,676,4,120,368.00,YES,-248,25,169.00,169.00, -   
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0198,1075,3376,6,180,550.00,YES,-370,5,168.80,168.80, -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0177,5825,1688,4,120,459.00,YES,-339,10,168.80,168.80, -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0177,5825,1688,4,120,459.00,YES,-339,10,168.80,168.80, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0041,1350,1688,2,60,245.00,YES,-185,10,168.80,168.80, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0354,1375,674,7,210,245.00,YES,-35,25,168.50,168.50, -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0243,1275,561,4,120,337.00,YES,-217,30,168.30,168.30, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0243,1275,561,4,120,306.00,YES,-186,30,168.30,168.30, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0243,1275,561,4,120,276.00,YES,-156,30,168.30,168.30, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0283,1200,336,8,240,398.00,YES,-158,50,168.00,168.00, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0283,1200,336,8,240,368.00,YES,-128,50,168.00,168.00, -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0283,1200,336,8,240,337.00,YES,-97,50,168.00,168.00, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0283,1200,336,8,240,306.00,YES,-66,50,168.00,168.00, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0283,1200,336,8,240,276.00,YES,-36,50,168.00,168.00, -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0302,1375,839,4,120,337.00,YES,-217,20,167.80,167.80, -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0302,1375,839,4,120,337.00,YES,-217,20,167.80,167.80, -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0247,1375,839,6,180,337.00,YES,-157,20,167.80,167.80, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0302,1375,839,4,120,306.00,YES,-186,20,167.80,167.80, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0302,1375,839,4,120,306.00,YES,-186,20,167.80,167.80, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0247,1375,839,6,180,306.00,YES,-126,20,167.80,167.80, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0302,1375,839,4,120,215.00,YES,-95,20,167.80,167.80, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0394,1300,1677,4,120,245.00,YES,-125,10,167.70,167.70, -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0414,600,558,6,180,184.00,YES,-4,30,167.40,167.40, -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0414,600,558,6,180,184.00,YES,-4,30,167.40,167.40, -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0247,1350,837,6,180,429.00,YES,-249,20,167.40,167.40, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0247,1350,837,6,180,398.00,YES,-218,20,167.40,167.40, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0247,1350,837,6,180,398.00,YES,-218,20,167.40,167.40, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0165,2425,1673,5,150,215.00,YES,-65,10,167.30,167.30, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0335,4125,3341,8,240,550.00,YES,-310,5,167.05,167.05, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0228,1375,1664,7,210,550.00,YES,-340,10,166.40,166.40, -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0165,2375,1663,5,150,184.00,YES,-34,10,166.30,166.30, -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0269,1325,663,8,240,490.00,YES,-250,25,165.75,165.75, -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0354,1350,662,7,210,184.00,NO,26,25, -   ,165.50,165.50
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0109,1375,1650,8,240,184.00,NO,56,10, -   ,165.00,165.00
2023-12-31,45291,CHINA-WAREHOUSE,MAT-0179,175,550,6,180,550.00,YES,-370,30,165.00,165.00, -   
2024-03-31,45382,CHINA-WAREHOUSE,MAT-0179,175,550,6,180,459.00,YES,-279,30,165.00,165.00, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0242,1375,825,2,60,550.00,YES,-490,20,165.00,165.00, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0242,1375,825,2,60,550.00,YES,-490,20,165.00,165.00, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0242,1375,825,2,60,550.00,YES,-490,20,165.00,165.00, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0242,1375,825,2,60,550.00,YES,-490,20,165.00,165.00, -   
2024-01-31,45322,SINGAPORE-WAREHOUSE,MAT-0335,4125,3300,8,240,519.00,YES,-279,5,165.00,165.00, -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0112,1375,825,6,180,490.00,YES,-310,20,165.00,165.00, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0223,400,660,6,180,398.00,YES,-218,25,165.00,165.00, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0223,400,660,6,180,368.00,YES,-188,25,165.00,165.00, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0257,1000,330,8,240,368.00,YES,-128,50,165.00,165.00, -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0223,400,660,6,180,337.00,YES,-157,25,165.00,165.00, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0223,400,660,6,180,306.00,YES,-126,25,165.00,165.00, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,368.00,YES,-188,20,164.80,164.80, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,368.00,YES,-188,20,164.80,164.80, -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,337.00,YES,-157,20,164.80,164.80, -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,337.00,YES,-157,20,164.80,164.80, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,306.00,YES,-126,20,164.80,164.80, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,306.00,YES,-126,20,164.80,164.80, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,276.00,YES,-96,20,164.80,164.80, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,276.00,YES,-96,20,164.80,164.80, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,245.00,YES,-65,20,164.80,164.80, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,245.00,YES,-65,20,164.80,164.80, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,215.00,YES,-35,20,164.80,164.80, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,215.00,YES,-35,20,164.80,164.80, -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,184.00,YES,-4,20,164.80,164.80, -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,184.00,YES,-4,20,164.80,164.80, -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0247,1350,824,6,180,184.00,YES,-4,20,164.80,164.80, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0228,1350,1647,7,210,306.00,YES,-96,10,164.70,164.70, -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0247,1325,822,6,180,429.00,YES,-249,20,164.40,164.40, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0247,1325,822,6,180,398.00,YES,-218,20,164.40,164.40, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0243,1275,548,4,120,245.00,YES,-125,30,164.40,164.40, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0346,1375,1636,6,180,306.00,YES,-126,10,163.60,163.60, -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0400,1600,3264,5,150,306.00,YES,-156,5,163.20,163.20, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0346,1275,1632,6,180,215.00,YES,-35,10,163.20,163.20, -   
2024-06-30,45473,CHINA-WAREHOUSE,MAT-0332,700,651,6,180,368.00,YES,-188,25,162.75,162.75, -   
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0332,700,651,6,180,337.00,YES,-157,25,162.75,162.75, -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0332,700,651,6,180,306.00,YES,-126,25,162.75,162.75, -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0332,700,651,6,180,276.00,YES,-96,25,162.75,162.75, -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0332,700,651,6,180,245.00,YES,-65,25,162.75,162.75, -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0332,700,651,6,180,215.00,YES,-35,25,162.75,162.75, -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0332,700,651,6,180,184.00,YES,-4,25,162.75,162.75, -   
2024-08-31,45535,SINGAPORE-WAREHOUSE,MAT-0354,1300,650,7,210,306.00,YES,-96,25,162.50,162.50, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0354,1300,650,7,210,276.00,YES,-66,25,162.50,162.50, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0394,1300,1625,4,120,276.00,YES,-156,10,162.50,162.50, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0177,5775,1625,4,120,245.00,YES,-125,10,162.50,162.50, -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0177,5775,1624,4,120,184.00,YES,-64,10,162.40,162.40, -   
2024-02-29,45351,SINGAPORE-WAREHOUSE,MAT-0386,2750,1623,2,60,490.00,YES,-430,10,162.30,162.30, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0100,525,541,5,150,398.00,YES,-248,30,162.30,162.30, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0100,525,541,5,150,368.00,YES,-218,30,162.30,162.30, -   
2024-07-31,45504,SINGAPORE-WAREHOUSE,MAT-0100,525,541,5,150,337.00,YES,-187,30,162.30,162.30, -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0364,1375,3245,7,210,429.00,YES,-219,5,162.25,162.25, -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0269,1325,649,8,240,429.00,YES,-189,25,162.25,162.25, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0354,1325,649,7,210,245.00,YES,-35,25,162.25,162.25, -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0112,1375,811,6,180,429.00,YES,-249,20,162.20,162.20, -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0112,1375,811,6,180,429.00,YES,-249,20,162.20,162.20, -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0109,1350,1620,8,240,184.00,NO,56,10, -   ,162.00,162.00
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0109,1350,1620,8,240,184.00,NO,56,10, -   ,162.00,162.00
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0109,1350,1620,8,240,184.00,NO,56,10, -   ,162.00,162.00
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0109,1350,1620,8,240,276.00,YES,-36,10,162.00,162.00, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0109,1350,1620,8,240,276.00,YES,-36,10,162.00,162.00, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0109,1350,1620,8,240,276.00,YES,-36,10,162.00,162.00, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0354,1350,648,7,210,215.00,YES,-5,25,162.00,162.00, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0354,1350,648,7,210,215.00,YES,-5,25,162.00,162.00, -   
2024-06-30,45473,SINGAPORE-WAREHOUSE,MAT-0247,1325,808,6,180,368.00,YES,-188,20,161.60,161.60, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0302,1325,808,4,120,276.00,YES,-156,20,161.60,161.60, -   
2024-09-30,45565,SINGAPORE-WAREHOUSE,MAT-0247,1325,808,6,180,276.00,YES,-96,20,161.60,161.60, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0302,1325,808,4,120,245.00,YES,-125,20,161.60,161.60, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0247,1325,808,6,180,245.00,YES,-65,20,161.60,161.60, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0247,1325,808,6,180,245.00,YES,-65,20,161.60,161.60, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0302,1325,808,4,120,215.00,YES,-95,20,161.60,161.60, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0247,1325,808,6,180,215.00,YES,-35,20,161.60,161.60, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0247,1325,808,6,180,215.00,YES,-35,20,161.60,161.60, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0247,1325,808,6,180,215.00,YES,-35,20,161.60,161.60, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0177,5775,1616,4,120,215.00,YES,-95,10,161.60,161.60, -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0247,1325,808,6,180,184.00,YES,-4,20,161.60,161.60, -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0247,1325,808,6,180,184.00,YES,-4,20,161.60,161.60, -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0247,1325,808,6,180,184.00,YES,-4,20,161.60,161.60, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0273,1075,538,8,240,398.00,YES,-158,30,161.40,161.40, -   
2024-08-31,45535,CHINA-WAREHOUSE,MAT-0175,300,804,5,150,306.00,YES,-156,20,160.80,160.80, -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0046,500,3215,5,150,245.00,YES,-95,5,160.75,160.75, -   
2024-10-31,45596,CHINA-WAREHOUSE,MAT-0046,500,3215,5,150,245.00,YES,-95,5,160.75,160.75, -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0046,500,3215,5,150,215.00,YES,-65,5,160.75,160.75, -   
2024-11-30,45626,CHINA-WAREHOUSE,MAT-0046,500,3215,5,150,215.00,YES,-65,5,160.75,160.75, -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0046,500,3215,5,150,184.00,YES,-34,5,160.75,160.75, -   
2024-12-31,45657,CHINA-WAREHOUSE,MAT-0046,500,3215,5,150,184.00,YES,-34,5,160.75,160.75, -   
2023-12-31,45291,SINGAPORE-WAREHOUSE,MAT-0112,1275,803,6,180,550.00,YES,-370,20,160.60,160.60, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0137,1000,1070,8,240,398.00,YES,-158,15,160.50,160.50, -   
2024-09-30,45565,CHINA-WAREHOUSE,MAT-0112,175,798,6,180,276.00,YES,-96,20,159.60,159.60, -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0112,1375,798,6,180,459.00,YES,-279,20,159.60,159.60, -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0112,1375,798,6,180,459.00,YES,-279,20,159.60,159.60, -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0112,1350,797,6,180,429.00,YES,-249,20,159.40,159.40, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0112,1350,797,6,180,398.00,YES,-218,20,159.40,159.40, -   
2024-05-31,45443,SINGAPORE-WAREHOUSE,MAT-0112,1350,797,6,180,398.00,YES,-218,20,159.40,159.40, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0354,1300,637,7,210,245.00,YES,-35,25,159.25,159.25, -   
2024-10-31,45596,SINGAPORE-WAREHOUSE,MAT-0354,1300,637,7,210,245.00,YES,-35,25,159.25,159.25, -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0269,1325,636,8,240,459.00,YES,-219,25,159.00,159.00, -   
2024-03-31,45382,SINGAPORE-WAREHOUSE,MAT-0269,1325,636,8,240,459.00,YES,-219,25,159.00,159.00, -   
2024-04-30,45412,SINGAPORE-WAREHOUSE,MAT-0116,1025,636,5,150,429.00,YES,-279,25,159.00,159.00, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0354,1325,636,7,210,215.00,YES,-5,25,159.00,159.00, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0354,1325,636,7,210,215.00,YES,-5,25,159.00,159.00, -   
2024-11-30,45626,SINGAPORE-WAREHOUSE,MAT-0354,1325,636,7,210,215.00,YES,-5,25,159.00,159.00, -   
2024-12-31,45657,SINGAPORE-WAREHOUSE,MAT-0413,1150,794,7,210,184.00,NO,26,20, -   ,158.80,158.80
2024-07-31,45504,CHINA-WAREHOUSE,MAT-0155,467,794,5,150,337.00,YES,-187,20,158.80,158.80, -   
